City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
575,Nijar,ES,75.65,clear sky,36.9665,-2.206,La Casa del Cine
576,Gambela,ET,67.41,light rain,8.25,34.5833,Solomon Debebe Hotel
579,Sao Felix Do Xingu,BR,74.64,broken clouds,-6.6447,-51.995,Rio Xingu Camping
581,Gerash,IR,80.74,scattered clouds,27.6652,54.1371,Sa'adat House Gerash
583,Junagarh,IN,89.24,overcast clouds,19.8667,82.9333,Hotel Swagat
584,Frontignan,FR,76.98,clear sky,43.4485,3.754,Vila
585,Hazorasp,UZ,76.84,broken clouds,41.3194,61.0742,Kemping wifi hotel
587,Filadelfia,US,73.65,clear sky,39.9523,-75.1638,"The Ritz-Carlton, Philadelphia"
588,Romitan,UZ,80.55,clear sky,39.9343,64.3814,Hotel Temur
589,Scituate,US,71.47,overcast clouds,42.1959,-70.7259,The Inn at Scituate Harbor
590,Rincon,US,84.85,clear sky,32.296,-81.2354,Days Inn Rincon
591,Birao,CF,68.79,overcast clouds,10.2849,22.7882,
592,Tambopata,PE,71.78,scattered clouds,-12.7333,-69.1833,Enashawa Lodge
594,Koutiala,ML,71.47,overcast clouds,12.3917,-5.4642,Hotel La Chaumiere
595,Sao Paulo De Olivenca,BR,73.0,moderate rain,-3.3783,-68.8725,
596,Maxixe,MZ,67.84,scattered clouds,-23.8597,35.3472,Oceano
597,Sohag,EG,83.44,broken clouds,26.557,31.6948,Civil Registry - Sohag 1
598,Aneza,GR,74.08,clear sky,39.0867,20.9233,Kashems showdagorer bari fotickchori chittagong b angladesh
599,Ekibastuz,KZ,65.86,scattered clouds,51.6667,75.3667,
600,Bath,GB,68.38,overcast clouds,51.3779,-2.3591,Francis Hotel Bath
602,Zemio,CF,66.81,overcast clouds,5.0314,25.1361,OCHA Office
603,Nioro,GM,74.77,overcast clouds,13.35,-15.75,
604,Plymouth,US,70.68,overcast clouds,41.8334,-70.8328,Rodeway Inn Middleboro-Plymouth
606,Zhirnovsk,RU,69.55,scattered clouds,50.9845,44.7735,Gostinitsa Zhirnovsk
607,Sanford,US,82.54,broken clouds,28.8006,-81.2731,Best Western Plus Sanford Airport/Lake Mary Hotel
609,Privolnyy,RU,84.0,few clouds,44.0998,46.6587,
610,Bafra,TR,79.3,scattered clouds,41.5678,35.9069,Sevgi Otel
611,Narasannapeta,IN,87.78,overcast clouds,18.4167,84.05,AVK events and catering
613,Hazel Crest,US,78.78,clear sky,41.5717,-87.6945,Best Western Chicago Southland
615,Zhezkazgan,KZ,78.78,clear sky,47.8043,67.7144,Hotel Zumrat
616,Najran,SA,72.25,overcast clouds,17.4924,44.1277,محمد هادي ال فطيح
617,Key West,US,89.6,clear sky,24.5557,-81.7826,Fairfield Inn & Suites by Marriott Key West
618,Camacha,PT,67.42,scattered clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
622,Santa Cruz,BO,71.06,scattered clouds,-17.8,-63.1667,Aviador Hotel Boutique
624,Carballo,ES,65.62,few clouds,43.213,-8.691,Pazo do Souto
626,Kachiry,KZ,67.28,broken clouds,53.0675,76.1036,"Ночной клуб BasMax, Гостиница , Ресторан , Магазин-автозап. сто вулканизатор ,"
627,Raga,SS,68.34,overcast clouds,8.4596,25.678,
631,Pshatavan,AM,73.35,clear sky,40.0387,44.0663,
633,Hambantota,LK,82.74,broken clouds,6.1241,81.1185,Bungalow 63
635,Galle,LK,79.63,broken clouds,6.0367,80.217,Amangalla
636,Kamenka,RU,69.1,scattered clouds,51.3223,42.7678,
637,Smithfield,US,69.42,broken clouds,41.922,-71.5495,Hampton Inn & Suites Providence/Smithfield
638,Venosa,IT,67.69,clear sky,40.9613,15.8149,Gesualdo da Venosa
639,Ramgarh,IN,80.65,overcast clouds,23.6333,85.5167,HOTEL TREAT RESIDENCY
640,Wukari,NG,73.13,overcast clouds,7.85,9.7833,Elimtop
641,Tekirdag,TR,69.15,clear sky,40.978,27.5085,Tekirdağ Yat Hotel
642,Umm Kaddadah,SD,74.8,scattered clouds,13.6017,26.6876,
644,Nyrob,RU,65.37,overcast clouds,60.733,56.7202,Gostinitsa
646,Darab,IR,86.27,clear sky,28.7519,54.5444,Naghshe shapoor Hotel
648,Sabha,LY,81.54,clear sky,27.0377,14.4283,محطة ام الارانب -سبها مواصلات
649,Santa Rosa,PH,87.12,overcast clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
650,Kingsport,US,74.59,overcast clouds,36.5484,-82.5618,MeadowView Conference Resort & Convention Center
651,Springdale,US,78.93,clear sky,36.1867,-94.1288,Springdale Inn
652,Ilebo,CD,69.93,scattered clouds,-4.3167,20.5833,Hôtel BUMAK
654,Barcelos,PT,74.91,clear sky,41.5388,-8.6151,Hotel Restaurante Bagoeira
655,Tamandare,BR,72.99,broken clouds,-8.7597,-35.1047,Pousada 100 Passos
656,Herouville-Saint-Clair,FR,65.39,overcast clouds,49.2109,-0.3065,Best Hotel Caen Citis - Hérouville Saint Clair
657,Mednogorsk,RU,67.82,clear sky,51.4128,57.595,"Hotel ""Central"""
660,Russkaya Polyana,UA,66.6,overcast clouds,49.417,31.9201,
661,Cururupu,BR,74.21,overcast clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
663,Praia Grande,BR,71.24,clear sky,-24.0058,-46.4028,Hotel Rota do Sol
664,Sur,OM,89.19,few clouds,22.5667,59.5289,Sur Plaza Hotel
665,Warangal,IN,86.05,overcast clouds,18.0,79.5833,Capital O 66968 Haveli The Landmark
666,Puerto Del Rosario,ES,78.55,clear sky,28.5004,-13.8627,Hotel JM Puerto del Rosario
671,Praia,CV,73.94,few clouds,14.9215,-23.5087,LT Aparthotel
672,The Valley,AI,82.26,overcast clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
675,Canchungo,GW,77.13,broken clouds,12.0672,-16.0333,Aparthotel Napalach
676,Harper,LR,74.98,overcast clouds,4.375,-7.7169,Screensaver
677,Bara,NG,71.08,moderate rain,10.3744,10.7288,
678,Inirida,CO,72.93,light rain,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
680,Omboue,GA,72.3,broken clouds,-1.5746,9.2618,Hotel Olako
681,Mangaratiba,BR,67.06,scattered clouds,-22.9597,-44.0406,Portobello Resort & Safari
684,Nacala,MZ,68.05,light rain,-14.5428,40.6728,Nacala Plaza Business Design Hotel
685,Lalitpur,NP,75.58,broken clouds,27.6667,85.3333,Hotel Himalaya
689,Puerto El Triunfo,SV,80.37,scattered clouds,13.2833,-88.55,Hotel Jardin
691,Olpad,IN,84.18,overcast clouds,21.3333,72.75,IDTCATERING
692,Venice,US,84.11,scattered clouds,27.0998,-82.4543,A Beach Retreat On Casey Key
694,Sarh,TD,70.27,moderate rain,9.1429,18.3923,Domicile 1sur le goudron
